i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.98,,,,,,,,,,,,,,,,,,,
2,5.67,7.06,,,,,,,,,,,,,,,,,,
3,5.36,6.74,7.72,,,,,,,,,,,,,,,,,
4,5.05,6.43,7.40,8.36,,,,,,,,,,,,,,,,
5,4.74,6.12,7.09,8.05,9.00,,,,,,,,,,,,,,,
6,4.42,5.81,6.78,7.74,8.69,9.64,,,,,,,,,,,,,,
7,4.11,5.50,6.47,7.43,8.38,9.33,10.27,,,,,,,,,,,,,
8,3.80,5.19,6.16,7.12,8.07,9.02,9.96,10.90,,,,,,,,,,,,
9,3.49,4.88,5.85,6.81,7.76,8.71,9.65,10.59,11.53,,,,,,,,,,,
10,3.18,4.56,5.53,6.49,7.45,8.39,9.34,10.28,11.22,12.15,,,,,,,,,,
11,2.87,4.25,5.22,6.18,7.14,8.08,9.03,9.97,10.90,11.84,12.78,,,,,,,,,
12,2.55,3.94,4.91,5.87,6.82,7.77,8.71,9.66,10.59,11.53,12.46,13.40,,,,,,,,
13,2.24,3.63,4.60,5.56,6.51,7.46,8.40,9.34,10.28,11.22,12.15,13.08,14.02,,,,,,,
14,1.93,3.32,4.29,5.25,6.20,7.15,8.09,9.03,9.97,10.91,11.84,12.77,13.70,14.63,,,,,,
15,1.62,3.01,3.98,4.94,5.89,6.84,7.78,8.72,9.66,10.59,11.53,12.46,13.39,14.32,15.25,,,,,
16,1.31,2.69,3.67,4.62,5.58,6.52,7.47,8.41,9.35,10.28,11.22,12.15,13.08,14.01,14.94,15.87,,,,
17,1.00,2.38,3.35,4.31,5.27,6.21,7.16,8.10,9.04,9.97,10.91,11.84,12.77,13.70,14.63,15.56,16.48,,,
18,0.69,2.07,3.04,4.00,4.95,5.90,6.84,7.79,8.72,9.66,10.59,11.53,12.46,13.39,14.32,15.25,16.17,17.10,,
19,0.39,1.77,2.74,3.69,4.64,5.59,6.53,7.47,8.41,9.35,10.28,11.21,12.14,13.07,14.00,14.93,15.85,16.78,17.71,
20,0.00,1.29,2.19,3.09,3.99,4.89,5.79,6.69,7.59,8.49,9.39,10.29,11.19,12.09,12.99,13.89,14.79,15.69,16.59,17.49
